epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,6518.04,0.27914,0.31487,0.88734,0.96055,0.95553,0.97047,0.88941,0.46884,0.34037,0.91658,0.007756,0.007756,0.007756
70,6613.28,0.2795,0.31983,0.8883,0.96265,0.95982,0.96971,0.89435,0.45568,0.32608,0.90875,0.007723,0.007723,0.007723
71,6709.41,0.28694,0.32175,0.89206,0.95674,0.94913,0.96853,0.89034,0.46266,0.32982,0.91453,0.00769,0.00769,0.00769
72,6803.34,0.28517,0.31989,0.89215,0.96585,0.96348,0.96815,0.88727,0.466,0.3224,0.91895,0.007657,0.007657,0.007657
73,6896.99,0.27282,0.31692,0.88543,0.96311,0.962,0.96914,0.8915,0.46236,0.32031,0.91617,0.007624,0.007624,0.007624
74,6992.47,0.27587,0.31126,0.88578,0.96707,0.96106,0.97164,0.88965,0.4645,0.32109,0.92058,0.007591,0.007591,0.007591
75,7089,0.27372,0.31506,0.88524,0.96588,0.96186,0.97013,0.88861,0.46678,0.31925,0.92364,0.007558,0.007558,0.007558
76,7184.33,0.27709,0.31704,0.88629,0.95891,0.96454,0.96979,0.89332,0.4619,0.31844,0.91581,0.007525,0.007525,0.007525
77,7279.9,0.27469,0.31559,0.88853,0.96176,0.96457,0.97056,0.8947,0.45828,0.32349,0.91781,0.007492,0.007492,0.007492
78,7375.06,0.27324,0.30781,0.88414,0.96605,0.96176,0.97036,0.89664,0.44803,0.31486,0.91169,0.007459,0.007459,0.007459
79,7471.7,0.27098,0.31136,0.88758,0.95833,0.96199,0.97037,0.896,0.44215,0.30755,0.90624,0.007426,0.007426,0.007426
80,7566.82,0.27029,0.30019,0.88701,0.96734,0.95103,0.97026,0.89659,0.4522,0.31017,0.90829,0.007393,0.007393,0.007393
81,7652.14,0.27002,0.29952,0.88721,0.9619,0.95293,0.9702,0.89511,0.45004,0.31767,0.90674,0.00736,0.00736,0.00736
82,7711.44,0.26951,0.30999,0.88411,0.95891,0.96026,0.96793,0.89241,0.44417,0.32325,0.90321,0.007327,0.007327,0.007327
83,7771.13,0.26032,0.30112,0.88279,0.94927,0.96522,0.97194,0.90245,0.44045,0.31749,0.90413,0.007294,0.007294,0.007294
84,7830.25,0.26737,0.30062,0.884,0.9668,0.95683,0.97351,0.90355,0.44373,0.31573,0.90353,0.007261,0.007261,0.007261
85,7889.79,0.26621,0.30161,0.88402,0.96798,0.9613,0.97274,0.90139,0.4395,0.311,0.90039,0.007228,0.007228,0.007228
86,7951.66,0.26671,0.29717,0.88461,0.95963,0.96298,0.9697,0.89289,0.43975,0.31968,0.90344,0.007195,0.007195,0.007195
87,8011.59,0.26795,0.30095,0.88691,0.95768,0.96012,0.96901,0.89698,0.43703,0.31922,0.90243,0.007162,0.007162,0.007162
88,8071.63,0.26474,0.30636,0.88688,0.97193,0.96168,0.97255,0.90345,0.43365,0.3114,0.90431,0.007129,0.007129,0.007129
89,8132.12,0.2664,0.29497,0.88368,0.96024,0.96713,0.97195,0.89798,0.43914,0.3039,0.91225,0.007096,0.007096,0.007096
90,8191.45,0.26634,0.29259,0.88203,0.96222,0.96312,0.96904,0.89854,0.43847,0.30936,0.90915,0.007063,0.007063,0.007063
91,8251.73,0.26251,0.29165,0.88409,0.96052,0.95635,0.97182,0.90059,0.43877,0.31432,0.90491,0.00703,0.00703,0.00703
92,8313.06,0.26418,0.29918,0.88243,0.95938,0.96013,0.96817,0.89868,0.43966,0.31221,0.90561,0.006997,0.006997,0.006997
93,8373.87,0.26083,0.29078,0.88064,0.9719,0.96187,0.96931,0.89739,0.43647,0.30898,0.9009,0.006964,0.006964,0.006964
94,8433.86,0.26057,0.29567,0.88265,0.9606,0.96554,0.96646,0.89294,0.44105,0.31082,0.9051,0.006931,0.006931,0.006931
